a_o,mes,departamento,ciudad,paisoeeresidencia,cant_extranjeros_no_residentes,codigo_pais_alpha3,codigo_pais_numerico
2025,Mar,Putumayo,Sibundoy,El Salvador,1,SLV,222
2025,Mar,Putumayo,Villagarzón,El Salvador,1,SLV,222
2025,Mar,Quindio,Armenia,El Salvador,4,SLV,222
2025,Mar,Quindio,Salento,El Salvador,2,SLV,222
2025,Mar,Risaralda,Belén de Umbría,El Salvador,1,SLV,222
2025,Mar,Risaralda,Pereira,El Salvador,13,SLV,222
2025,Mar,San Andres y Providencia,Providencia,El Salvador,5,SLV,222
2025,Mar,San Andres y Providencia,San Andrés,El Salvador,18,SLV,222
2025,Mar,Santander,Bucaramanga,El Salvador,8,SLV,222
2025,Mar,Santander,Floridablanca,El Salvador,1,SLV,222
2025,Mar,Tolima,Ibagué,El Salvador,3,SLV,222
2025,Mar,Valle del Cauca,Cali,El Salvador,47,SLV,222
2025,Mar,Valle del Cauca,Candelaria,El Salvador,3,SLV,222
2025,Mar,Valle del Cauca,Cartago,El Salvador,1,SLV,222
2025,Mar,Valle del Cauca,Palmira,El Salvador,1,SLV,222
2025,Mar,Vichada,Puerto Carreño,El Salvador,1,SLV,222
2025,Mar,Antioquia,La Estrella,Emiratos Árabes Unidos,1,ARE,784
2025,Mar,Antioquia,Medellín,Emiratos Árabes Unidos,5,ARE,784
2025,Mar,Atlantico,Barranquilla,Emiratos Árabes Unidos,2,ARE,784
2025,Mar,Bogota D.C.,Bogotá D.C.,Emiratos Árabes Unidos,28,ARE,784
2025,Mar,Bolivar,Cartagena,Emiratos Árabes Unidos,3,ARE,784
2025,Mar,Cauca,Popayán,Emiratos Árabes Unidos,2,ARE,784
2025,Mar,Norte de Santander,Cúcuta,Emiratos Árabes Unidos,4,ARE,784
2025,Mar,Tolima,Ibagué,Emiratos Árabes Unidos,1,ARE,784
2025,Mar,Valle del Cauca,Cali,Emiratos Árabes Unidos,1,ARE,784
2025,Mar,Bolivar,Cartagena,Eritrea,2,ERI,232
2025,Mar,Antioquia,Medellín,Eslovaquia,22,SVK,703
2025,Mar,Atlantico,Barranquilla,Eslovaquia,1,SVK,703
2025,Mar,Atlantico,Malambo,Eslovaquia,4,SVK,703
2025,Mar,Bogota D.C.,Bogotá D.C.,Eslovaquia,97,SVK,703
2025,Mar,Bolivar,Achí,Eslovaquia,2,SVK,703
2025,Mar,Bolivar,Cartagena,Eslovaquia,31,SVK,703
2025,Mar,Boyaca,Tunja,Eslovaquia,1,SVK,703
2025,Mar,Boyaca,Villa de Leyva,Eslovaquia,2,SVK,703
2025,Mar,Cesar,Valledupar,Eslovaquia,1,SVK,703
2025,Mar,Cundinamarca,Chía,Eslovaquia,1,SVK,703
2025,Mar,Cundinamarca,Fusagasugá,Eslovaquia,1,SVK,703
2025,Mar,Cundinamarca,Zipaquirá,Eslovaquia,1,SVK,703
2025,Mar,Magdalena,Santa Marta,Eslovaquia,6,SVK,703
2025,Mar,Nariño,Ipiales,Eslovaquia,1,SVK,703
2025,Mar,Putumayo,Mocoa,Eslovaquia,3,SVK,703
2025,Mar,Quindio,Pijao,Eslovaquia,1,SVK,703
2025,Mar,Risaralda,Pereira,Eslovaquia,2,SVK,703
2025,Mar,Santander,Bucaramanga,Eslovaquia,3,SVK,703
2025,Mar,Valle del Cauca,Cali,Eslovaquia,1,SVK,703
2025,Mar,Antioquia,Medellín,Eslovenia,7,SVN,705
2025,Mar,Atlantico,Barranquilla,Eslovenia,3,SVN,705
2025,Mar,Bogota D.C.,Bogotá D.C.,Eslovenia,39,SVN,705
2025,Mar,Bolivar,Cartagena,Eslovenia,13,SVN,705
2025,Mar,Caldas,Manizales,Eslovenia,1,SVN,705
2025,Mar,Casanare,Yopal,Eslovenia,1,SVN,705
2025,Mar,Quindio,Salento,Eslovenia,2,SVN,705
2025,Mar,Santander,San Gil,Eslovenia,1,SVN,705
2025,Mar,Valle del Cauca,Cali,Eslovenia,1,SVN,705
2025,Mar,Valle del Cauca,Tuluá,Eslovenia,1,SVN,705
2025,Mar,Amazonas,Leticia,España,15,ESP,724
2025,Mar,Antioquia,Abejorral,España,15,ESP,724
2025,Mar,Antioquia,Apartadó,España,3,ESP,724
2025,Mar,Antioquia,Bello,España,15,ESP,724
2025,Mar,Antioquia,Caldas,España,1,ESP,724
2025,Mar,Antioquia,Carepa,España,1,ESP,724
2025,Mar,Antioquia,Caucasia,España,1,ESP,724
2025,Mar,Antioquia,Cocorná,España,2,ESP,724
2025,Mar,Antioquia,Copacabana,España,5,ESP,724
2025,Mar,Antioquia,El Carmen de Viboral,España,1,ESP,724
2025,Mar,Antioquia,Envigado,España,19,ESP,724
2025,Mar,Antioquia,Girardota,España,3,ESP,724
2025,Mar,Antioquia,Guadalupe,España,1,ESP,724
2025,Mar,Antioquia,Guarne,España,4,ESP,724
2025,Mar,Antioquia,Guatape,España,4,ESP,724
2025,Mar,Antioquia,Itagui,España,7,ESP,724
2025,Mar,Antioquia,Jardín,España,1,ESP,724
2025,Mar,Antioquia,La Ceja,España,12,ESP,724
2025,Mar,Antioquia,La Estrella,España,1,ESP,724
2025,Mar,Antioquia,La Pintada,España,1,ESP,724
2025,Mar,Antioquia,La Unión,España,1,ESP,724
2025,Mar,Antioquia,Marinilla,España,1,ESP,724
2025,Mar,Antioquia,Medellín,España,1898,ESP,724
2025,Mar,Antioquia,Peñol,España,1,ESP,724
2025,Mar,Antioquia,Retiro,España,2,ESP,724
2025,Mar,Antioquia,Rionegro,España,30,ESP,724
2025,Mar,Antioquia,Sabaneta,España,12,ESP,724
2025,Mar,Antioquia,San Juan de Urabá,España,2,ESP,724
2025,Mar,Antioquia,San Rafael,España,1,ESP,724
2025,Mar,Antioquia,San Vicente Ferrer,España,1,ESP,724
2025,Mar,Arauca,Arauca,España,3,ESP,724
2025,Mar,Atlantico,Baranoa,España,1,ESP,724
2025,Mar,Atlantico,Barranquilla,España,174,ESP,724
2025,Mar,Atlantico,Campo de La Cruz,España,2,ESP,724
2025,Mar,Atlantico,Manatí,España,1,ESP,724
2025,Mar,Atlantico,Puerto Colombia,España,2,ESP,724
2025,Mar,Atlantico,Sabanalarga,España,4,ESP,724
2025,Mar,Atlantico,Soledad,España,4,ESP,724
2025,Mar,Bogota D.C.,Bogotá D.C.,España,8204,ESP,724
2025,Mar,Bolivar,Achí,España,2,ESP,724
2025,Mar,Bolivar,Arjona,España,3,ESP,724
2025,Mar,Bolivar,Cartagena,España,1135,ESP,724
2025,Mar,Bolivar,María La Baja,España,1,ESP,724
2025,Mar,Bolivar,Turbaco,España,2,ESP,724
2025,Mar,Boyaca,Almeida,España,1,ESP,724
2025,Mar,Boyaca,Chiquinquirá,España,3,ESP,724
2025,Mar,Boyaca,Duitama,España,1,ESP,724
2025,Mar,Boyaca,Moniquirá,España,1,ESP,724
2025,Mar,Boyaca,Santa Rosa de Viterbo,España,2,ESP,724
2025,Mar,Boyaca,Sogamoso,España,1,ESP,724
2025,Mar,Boyaca,Tunja,España,1,ESP,724
2025,Mar,Boyaca,Villa de Leyva,España,2,ESP,724
2025,Mar,Caldas,Anserma,España,3,ESP,724
2025,Mar,Caldas,Chinchiná,España,5,ESP,724
2025,Mar,Caldas,Manizales,España,31,ESP,724
2025,Mar,Caldas,Manzanares,España,2,ESP,724
2025,Mar,Caldas,Palestina,España,3,ESP,724
2025,Mar,Caldas,Riosucio,España,1,ESP,724
2025,Mar,Caldas,Risaralda,España,1,ESP,724
2025,Mar,Caldas,Supía,España,1,ESP,724
2025,Mar,Caldas,Villamaría,España,1,ESP,724
2025,Mar,Caldas,Viterbo,España,1,ESP,724
2025,Mar,Caqueta,Cartagena del Chairá,España,2,ESP,724
2025,Mar,Caqueta,Florencia,España,1,ESP,724
2025,Mar,Caqueta,San Vicente del Caguán,España,1,ESP,724
2025,Mar,Casanare,Tauramena,España,1,ESP,724
2025,Mar,Casanare,Yopal,España,4,ESP,724
2025,Mar,Cauca,Cajibío,España,7,ESP,724
2025,Mar,Cauca,Patía,España,1,ESP,724
2025,Mar,Cauca,Popayán,España,14,ESP,724
2025,Mar,Cauca,Santander de Quilichao,España,3,ESP,724
2025,Mar,Cauca,Timbío,España,1,ESP,724
2025,Mar,Cesar,Bosconia,España,1,ESP,724
2025,Mar,Cesar,Valledupar,España,12,ESP,724
2025,Mar,Choco,Acandí,España,5,ESP,724
2025,Mar,Choco,Bahía Solano,España,2,ESP,724
2025,Mar,Choco,Bajo Baudó,España,2,ESP,724
2025,Mar,Choco,Quibdó,España,2,ESP,724
2025,Mar,Cordoba,Cereté,España,1,ESP,724
2025,Mar,Cordoba,Montería,España,30,ESP,724
2025,Mar,Cordoba,Planeta Rica,España,1,ESP,724
2025,Mar,Cundinamarca,Anolaima,España,1,ESP,724
2025,Mar,Cundinamarca,Cabrera,España,1,ESP,724
2025,Mar,Cundinamarca,Cachipay,España,1,ESP,724
2025,Mar,Cundinamarca,Cajicá,España,18,ESP,724
2025,Mar,Cundinamarca,Caqueza,España,1,ESP,724
2025,Mar,Cundinamarca,Chía,España,15,ESP,724
2025,Mar,Cundinamarca,Choachí,España,1,ESP,724
2025,Mar,Cundinamarca,Cota,España,3,ESP,724
2025,Mar,Cundinamarca,Facatativá,España,2,ESP,724
2025,Mar,Cundinamarca,Fomeque,España,1,ESP,724
2025,Mar,Cundinamarca,Fusagasugá,España,4,ESP,724
2025,Mar,Cundinamarca,Girardot,España,6,ESP,724
2025,Mar,Cundinamarca,Guachetá,España,1,ESP,724
2025,Mar,Cundinamarca,Guaduas,España,2,ESP,724
2025,Mar,Cundinamarca,La Calera,España,2,ESP,724
2025,Mar,Cundinamarca,La Mesa,España,1,ESP,724
2025,Mar,Cundinamarca,Madrid,España,3,ESP,724
2025,Mar,Cundinamarca,Mosquera,España,4,ESP,724
2025,Mar,Cundinamarca,Quebradanegra,España,1,ESP,724
2025,Mar,Cundinamarca,San Antonio del Tequendama,España,1,ESP,724
2025,Mar,Cundinamarca,Sasaima,España,1,ESP,724
2025,Mar,Cundinamarca,Sibaté,España,1,ESP,724
2025,Mar,Cundinamarca,Soacha,España,8,ESP,724
2025,Mar,Cundinamarca,Sopó,España,2,ESP,724
2025,Mar,Cundinamarca,Tocancipá,España,3,ESP,724
2025,Mar,Cundinamarca,Villa de San Diego de Ubate,España,1,ESP,724
2025,Mar,Cundinamarca,Zipacón,España,1,ESP,724
2025,Mar,Cundinamarca,Zipaquirá,España,7,ESP,724
2025,Mar,Guainia,Inírida,España,1,ESP,724
2025,Mar,Guaviare,San José del Guaviare,España,1,ESP,724
2025,Mar,Huila,Acevedo,España,1,ESP,724
2025,Mar,Huila,La Plata,España,1,ESP,724
2025,Mar,Huila,Neiva,España,16,ESP,724
2025,Mar,Huila,Palermo,España,1,ESP,724
2025,Mar,Huila,Pitalito,España,2,ESP,724
2025,Mar,Huila,San Agustín,España,2,ESP,724
2025,Mar,La Guajira,Maicao,España,3,ESP,724
2025,Mar,La Guajira,Riohacha,España,7,ESP,724
2025,Mar,Magdalena,El Banco,España,1,ESP,724
2025,Mar,Magdalena,Sabanas de San Angel,España,1,ESP,724
2025,Mar,Magdalena,Santa Ana,España,2,ESP,724
2025,Mar,Magdalena,Santa Marta,España,138,ESP,724
2025,Mar,Meta,Acacías,España,3,ESP,724
2025,Mar,Meta,Cumaral,España,1,ESP,724
2025,Mar,Meta,Villavicencio,España,18,ESP,724
2025,Mar,Nariño,Albán,España,1,ESP,724
2025,Mar,Nariño,Ipiales,España,10,ESP,724
2025,Mar,Nariño,Pasto,España,12,ESP,724
2025,Mar,Nariño,San Andres de Tumaco,España,1,ESP,724
2025,Mar,Norte de Santander,Abrego,España,3,ESP,724
2025,Mar,Norte de Santander,Cúcuta,España,171,ESP,724
2025,Mar,Norte de Santander,Cucutilla,España,1,ESP,724
2025,Mar,Norte de Santander,Los Patios,España,1,ESP,724
2025,Mar,Norte de Santander,Ocaña,España,1,ESP,724
2025,Mar,Norte de Santander,Villa del Rosario,España,6,ESP,724
2025,Mar,Putumayo,Mocoa,España,1,ESP,724
2025,Mar,Putumayo,Orito,España,1,ESP,724
2025,Mar,Putumayo,Puerto Asís,España,2,ESP,724
2025,Mar,Putumayo,Villagarzón,España,1,ESP,724
2025,Mar,Quindio,Armenia,España,66,ESP,724
2025,Mar,Quindio,Calarca,España,12,ESP,724
2025,Mar,Quindio,Circasia,España,2,ESP,724
2025,Mar,Quindio,Filandia,España,3,ESP,724
2025,Mar,Quindio,La Tebaida,España,3,ESP,724
2025,Mar,Quindio,Montenegro,España,1,ESP,724
2025,Mar,Quindio,Quimbaya,España,8,ESP,724
2025,Mar,Quindio,Salento,España,96,ESP,724
2025,Mar,Risaralda,Apía,España,1,ESP,724
2025,Mar,Risaralda,Belén de Umbría,España,3,ESP,724
2025,Mar,Risaralda,Dosquebradas,España,19,ESP,724
2025,Mar,Risaralda,La Celia,España,1,ESP,724
2025,Mar,Risaralda,La Virginia,España,4,ESP,724
2025,Mar,Risaralda,Mistrató,España,1,ESP,724
2025,Mar,Risaralda,Pereira,España,258,ESP,724
2025,Mar,Risaralda,Santa Rosa de Cabal,España,8,ESP,724
2025,Mar,Risaralda,Santuario,España,1,ESP,724
2025,Mar,San Andres y Providencia,Providencia,España,9,ESP,724
2025,Mar,San Andres y Providencia,San Andrés,España,48,ESP,724
2025,Mar,Santander,Barichara,España,2,ESP,724
2025,Mar,Santander,Barrancabermeja,España,3,ESP,724
2025,Mar,Santander,Bucaramanga,España,82,ESP,724
2025,Mar,Santander,Floridablanca,España,9,ESP,724
2025,Mar,Santander,Girón,España,2,ESP,724
2025,Mar,Santander,Piedecuesta,España,6,ESP,724
2025,Mar,Santander,San Gil,España,4,ESP,724
2025,Mar,Santander,San Vicente de Chucurí,España,1,ESP,724
2025,Mar,Santander,Zapatoca,España,1,ESP,724
2025,Mar,Sucre,Coveñas,España,5,ESP,724
2025,Mar,Sucre,Los Palmitos,España,1,ESP,724
2025,Mar,Sucre,Santiago de Tolú,España,1,ESP,724
2025,Mar,Sucre,Sincelejo,España,2,ESP,724
2025,Mar,Tolima,Espinal,España,1,ESP,724
2025,Mar,Tolima,Honda,España,2,ESP,724
2025,Mar,Tolima,Ibagué,España,33,ESP,724
2025,Mar,Tolima,San Sebastián de Mariquita,España,1,ESP,724
2025,Mar,Valle del Cauca,Alcalá,España,5,ESP,724
2025,Mar,Valle del Cauca,Andalucía,España,3,ESP,724
2025,Mar,Valle del Cauca,Buenaventura,España,7,ESP,724
2025,Mar,Valle del Cauca,Bugalagrande,España,7,ESP,724
2025,Mar,Valle del Cauca,Caicedonia,España,2,ESP,724
2025,Mar,Valle del Cauca,Cali,España,631,ESP,724
2025,Mar,Valle del Cauca,Calima,España,1,ESP,724
2025,Mar,Valle del Cauca,Candelaria,España,6,ESP,724
2025,Mar,Valle del Cauca,Cartago,España,21,ESP,724
2025,Mar,Valle del Cauca,Dagua,España,1,ESP,724
2025,Mar,Valle del Cauca,El Cerrito,España,7,ESP,724
2025,Mar,Valle del Cauca,Florida,España,2,ESP,724
2025,Mar,Valle del Cauca,Guacarí,España,1,ESP,724
2025,Mar,Valle del Cauca,Guadalajara de Buga,España,21,ESP,724
2025,Mar,Valle del Cauca,Jamundí,España,10,ESP,724
2025,Mar,Valle del Cauca,La Unión,España,2,ESP,724
2025,Mar,Valle del Cauca,Palmira,España,49,ESP,724
2025,Mar,Valle del Cauca,Pradera,España,4,ESP,724
2025,Mar,Valle del Cauca,Roldanillo,España,4,ESP,724
2025,Mar,Valle del Cauca,Sevilla,España,2,ESP,724
2025,Mar,Valle del Cauca,Trujillo,España,1,ESP,724
2025,Mar,Valle del Cauca,Tuluá,España,32,ESP,724
2025,Mar,Valle del Cauca,Yumbo,España,4,ESP,724
2025,Mar,Valle del Cauca,Zarzal,España,1,ESP,724
2025,Mar,Amazonas,El Encanto,Estados Unidos,4,USA,840
2025,Mar,Amazonas,Leticia,Estados Unidos,105,USA,840
2025,Mar,Amazonas,Puerto Nariño,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Abejorral,Estados Unidos,128,USA,840
2025,Mar,Antioquia,Abriaqui,Estados Unidos,8,USA,840
2025,Mar,Antioquia,Alejandría,Estados Unidos,7,USA,840
2025,Mar,Antioquia,Amagá,Estados Unidos,3,USA,840
2025,Mar,Antioquia,Andes,Estados Unidos,2,USA,840
2025,Mar,Antioquia,Apartadó,Estados Unidos,4,USA,840
2025,Mar,Antioquia,Arboletes,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Argelia,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Armenia,Estados Unidos,3,USA,840
2025,Mar,Antioquia,Barbosa,Estados Unidos,18,USA,840
2025,Mar,Antioquia,Bello,Estados Unidos,209,USA,840
2025,Mar,Antioquia,Belmira,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Betania,Estados Unidos,2,USA,840
2025,Mar,Antioquia,Betulia,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Caldas,Estados Unidos,15,USA,840
2025,Mar,Antioquia,Carolina,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Cisneros,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Cocorná,Estados Unidos,2,USA,840
2025,Mar,Antioquia,Copacabana,Estados Unidos,44,USA,840
2025,Mar,Antioquia,Dabeiba,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Donmatías,Estados Unidos,17,USA,840
2025,Mar,Antioquia,Ebéjico,Estados Unidos,1,USA,840
2025,Mar,Antioquia,El Carmen de Viboral,Estados Unidos,34,USA,840
2025,Mar,Antioquia,El Santuario,Estados Unidos,5,USA,840
2025,Mar,Antioquia,Entrerrios,Estados Unidos,3,USA,840
2025,Mar,Antioquia,Envigado,Estados Unidos,595,USA,840
2025,Mar,Antioquia,Fredonia,Estados Unidos,6,USA,840
2025,Mar,Antioquia,Giraldo,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Girardota,Estados Unidos,20,USA,840
2025,Mar,Antioquia,Guadalupe,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Guarne,Estados Unidos,59,USA,840
2025,Mar,Antioquia,Guatape,Estados Unidos,139,USA,840
2025,Mar,Antioquia,Itagui,Estados Unidos,159,USA,840
2025,Mar,Antioquia,Jardín,Estados Unidos,14,USA,840
2025,Mar,Antioquia,Jericó,Estados Unidos,5,USA,840
2025,Mar,Antioquia,La Ceja,Estados Unidos,36,USA,840
2025,Mar,Antioquia,La Estrella,Estados Unidos,30,USA,840
2025,Mar,Antioquia,La Unión,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Liborina,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Marinilla,Estados Unidos,39,USA,840
2025,Mar,Antioquia,Medellín,Estados Unidos,31305,USA,840
2025,Mar,Antioquia,Montebello,Estados Unidos,15,USA,840
2025,Mar,Antioquia,Mutatá,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Olaya,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Peñol,Estados Unidos,46,USA,840
2025,Mar,Antioquia,Pueblorrico,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Puerto Berrío,Estados Unidos,5,USA,840
2025,Mar,Antioquia,Remedios,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Retiro,Estados Unidos,63,USA,840
2025,Mar,Antioquia,Rionegro,Estados Unidos,442,USA,840
2025,Mar,Antioquia,Sabanalarga,Estados Unidos,2,USA,840
2025,Mar,Antioquia,Sabaneta,Estados Unidos,322,USA,840
2025,Mar,Antioquia,Salgar,Estados Unidos,2,USA,840
2025,Mar,Antioquia,San Andrés de Cuerquía,Estados Unidos,1,USA,840
2025,Mar,Antioquia,San Carlos,Estados Unidos,4,USA,840
2025,Mar,Antioquia,San Jerónimo,Estados Unidos,10,USA,840
2025,Mar,Antioquia,San Pedro de Los Milagros,Estados Unidos,5,USA,840
2025,Mar,Antioquia,San Rafael,Estados Unidos,5,USA,840
2025,Mar,Antioquia,Santa Rosa de Osos,Estados Unidos,4,USA,840
2025,Mar,Antioquia,Santafé de Antioquia,Estados Unidos,15,USA,840
2025,Mar,Antioquia,Santo Domingo,Estados Unidos,2,USA,840
2025,Mar,Antioquia,Sonson,Estados Unidos,2,USA,840
2025,Mar,Antioquia,Sopetrán,Estados Unidos,4,USA,840
2025,Mar,Antioquia,Támesis,Estados Unidos,2,USA,840
2025,Mar,Antioquia,Valparaíso,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Venecia,Estados Unidos,2,USA,840
2025,Mar,Antioquia,Yolombó,Estados Unidos,1,USA,840
2025,Mar,Antioquia,Zaragoza,Estados Unidos,1,USA,840
2025,Mar,Arauca,Arauca,Estados Unidos,6,USA,840
2025,Mar,Atlantico,Baranoa,Estados Unidos,37,USA,840
2025,Mar,Atlantico,Barranquilla,Estados Unidos,3421,USA,840
2025,Mar,Atlantico,Campo de La Cruz,Estados Unidos,4,USA,840
2025,Mar,Atlantico,Galapa,Estados Unidos,7,USA,840
2025,Mar,Atlantico,Juan de Acosta,Estados Unidos,14,USA,840
2025,Mar,Atlantico,Luruaco,Estados Unidos,1,USA,840
2025,Mar,Atlantico,Malambo,Estados Unidos,5,USA,840
2025,Mar,Atlantico,Manatí,Estados Unidos,4,USA,840
2025,Mar,Atlantico,Palmar de Varela,Estados Unidos,1,USA,840
2025,Mar,Atlantico,Ponedera,Estados Unidos,1,USA,840
2025,Mar,Atlantico,Puerto Colombia,Estados Unidos,43,USA,840
2025,Mar,Atlantico,Repelón,Estados Unidos,1,USA,840
2025,Mar,Atlantico,Sabanagrande,Estados Unidos,3,USA,840
2025,Mar,Atlantico,Sabanalarga,Estados Unidos,10,USA,840
2025,Mar,Atlantico,Santo Tomás,Estados Unidos,6,USA,840
2025,Mar,Atlantico,Soledad,Estados Unidos,50,USA,840
2025,Mar,Atlantico,Tubará,Estados Unidos,3,USA,840
2025,Mar,Bogota D.C.,Bogotá D.C.,Estados Unidos,27095,USA,840
2025,Mar,Bolivar,Achí,Estados Unidos,111,USA,840
2025,Mar,Bolivar,Arenal,Estados Unidos,7,USA,840
2025,Mar,Bolivar,Arjona,Estados Unidos,11,USA,840
2025,Mar,Bolivar,Barranco de Loba,Estados Unidos,2,USA,840
2025,Mar,Bolivar,Calamar,Estados Unidos,5,USA,840
2025,Mar,Bolivar,Cantagallo,Estados Unidos,2,USA,840
2025,Mar,Bolivar,Cartagena,Estados Unidos,28182,USA,840
2025,Mar,Bolivar,Cicuco,Estados Unidos,1,USA,840
2025,Mar,Bolivar,El Carmen de Bolívar,Estados Unidos,6,USA,840
2025,Mar,Bolivar,El Guamo,Estados Unidos,1,USA,840
2025,Mar,Bolivar,Mahates,Estados Unidos,2,USA,840
2025,Mar,Bolivar,Margarita,Estados Unidos,2,USA,840
2025,Mar,Bolivar,María La Baja,Estados Unidos,2,USA,840
2025,Mar,Bolivar,Santa Rosa del Sur,Estados Unidos,1,USA,840
2025,Mar,Bolivar,Turbaco,Estados Unidos,8,USA,840
2025,Mar,Bolivar,Turbaná,Estados Unidos,4,USA,840
2025,Mar,Boyaca,Almeida,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Arcabuco,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Boyacá,Estados Unidos,2,USA,840
2025,Mar,Boyaca,Briceño,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Chiquinquirá,Estados Unidos,7,USA,840
2025,Mar,Boyaca,Chivor,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Duitama,Estados Unidos,13,USA,840
2025,Mar,Boyaca,El Cocuy,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Garagoa,Estados Unidos,4,USA,840
2025,Mar,Boyaca,Guateque,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Iza,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Jenesano,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Macanal,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Maripí,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Miraflores,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Moniquirá,Estados Unidos,2,USA,840
2025,Mar,Boyaca,Muzo,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Nobsa,Estados Unidos,3,USA,840
2025,Mar,Boyaca,Paipa,Estados Unidos,17,USA,840
2025,Mar,Boyaca,Santa María,Estados Unidos,2,USA,840
2025,Mar,Boyaca,Santa Rosa de Viterbo,Estados Unidos,1,USA,840
2025,Mar,Boyaca,Siachoque,Estados Unidos,2,USA,840
2025,Mar,Boyaca,Sogamoso,Estados Unidos,7,USA,840
2025,Mar,Boyaca,Tibasosa,Estados Unidos,4,USA,840
2025,Mar,Boyaca,Tunja,Estados Unidos,30,USA,840
2025,Mar,Boyaca,Villa de Leyva,Estados Unidos,32,USA,840
2025,Mar,Caldas,Aguadas,Estados Unidos,2,USA,840
2025,Mar,Caldas,Anserma,Estados Unidos,5,USA,840
2025,Mar,Caldas,Belalcázar,Estados Unidos,2,USA,840
2025,Mar,Caldas,Chinchiná,Estados Unidos,13,USA,840
2025,Mar,Caldas,La Dorada,Estados Unidos,1,USA,840
2025,Mar,Caldas,Manizales,Estados Unidos,253,USA,840
2025,Mar,Caldas,Marquetalia,Estados Unidos,1,USA,840
2025,Mar,Caldas,Neira,Estados Unidos,3,USA,840
2025,Mar,Caldas,Palestina,Estados Unidos,9,USA,840
2025,Mar,Caldas,Riosucio,Estados Unidos,4,USA,840
2025,Mar,Caldas,Risaralda,Estados Unidos,4,USA,840
2025,Mar,Caldas,Salamina,Estados Unidos,1,USA,840
2025,Mar,Caldas,San José,Estados Unidos,1,USA,840
2025,Mar,Caldas,Supía,Estados Unidos,5,USA,840
2025,Mar,Caldas,Villamaría,Estados Unidos,5,USA,840
2025,Mar,Caldas,Viterbo,Estados Unidos,7,USA,840
2025,Mar,Caqueta,Belén de Los Andaquíes,Estados Unidos,1,USA,840
2025,Mar,Caqueta,Cartagena del Chairá,Estados Unidos,24,USA,840
2025,Mar,Caqueta,Florencia,Estados Unidos,1,USA,840
2025,Mar,Casanare,Monterrey,Estados Unidos,1,USA,840
2025,Mar,Casanare,Tauramena,Estados Unidos,2,USA,840
2025,Mar,Casanare,Yopal,Estados Unidos,28,USA,840
2025,Mar,Cauca,Almaguer,Estados Unidos,1,USA,840
2025,Mar,Cauca,Bolívar,Estados Unidos,1,USA,840
2025,Mar,Cauca,Caloto,Estados Unidos,1,USA,840
2025,Mar,Cauca,Miranda,Estados Unidos,1,USA,840
2025,Mar,Cauca,Popayán,Estados Unidos,60,USA,840
2025,Mar,Cauca,Puerto Tejada,Estados Unidos,1,USA,840
2025,Mar,Cauca,Santander de Quilichao,Estados Unidos,4,USA,840
2025,Mar,Cauca,Villa Rica,Estados Unidos,1,USA,840
2025,Mar,Cesar,Aguachica,Estados Unidos,2,USA,840
2025,Mar,Cesar,Bosconia,Estados Unidos,11,USA,840
2025,Mar,Cesar,El Paso,Estados Unidos,2,USA,840
2025,Mar,Cesar,La Jagua de Ibirico,Estados Unidos,23,USA,840
2025,Mar,Cesar,La Paz,Estados Unidos,2,USA,840
2025,Mar,Cesar,Manaure,Estados Unidos,1,USA,840
2025,Mar,Cesar,Pelaya,Estados Unidos,1,USA,840
2025,Mar,Cesar,Pueblo Bello,Estados Unidos,1,USA,840
2025,Mar,Cesar,San Diego,Estados Unidos,3,USA,840
2025,Mar,Cesar,Valledupar,Estados Unidos,72,USA,840
2025,Mar,Choco,Acandí,Estados Unidos,9,USA,840
2025,Mar,Choco,Bahía Solano,Estados Unidos,4,USA,840
2025,Mar,Choco,Juradó,Estados Unidos,1,USA,840
2025,Mar,Choco,Nuquí,Estados Unidos,6,USA,840
